"GEO_ID","NAME","B25101_001E","B25101_001EA","B25101_001M","B25101_001MA","B25101_002E","B25101_002M","B25101_002MA","B25101_002EA","B25101_003E","B25101_003M","B25101_003MA","B25101_003EA","B25101_004E","B25101_004M","B25101_004MA","B25101_004EA","B25101_005E","B25101_005M","B25101_005MA","B25101_005EA","B25101_006E","B25101_006M","B25101_006MA","B25101_006EA","B25101_007E","B25101_007M","B25101_007MA","B25101_007EA","B25101_008E","B25101_008EA","B25101_008M","B25101_008MA","B25101_009E","B25101_009M","B25101_009MA","B25101_009EA","B25101_010E","B25101_010M","B25101_010MA","B25101_010EA","B25101_011E","B25101_011M","B25101_011MA","B25101_011EA","B25101_012E","B25101_012EA","B25101_012M","B25101_012MA","B25101_013E","B25101_013EA","B25101_013M","B25101_013MA","B25101_014E","B25101_014M","B25101_014MA","B25101_014EA","B25101_015E","B25101_015M","B25101_015MA","B25101_015EA","B25101_016E","B25101_016M","B25101_016MA","B25101_016EA","B25101_017E","B25101_017EA","B25101_017M","B25101_017MA","B25101_018E","B25101_018M","B25101_018MA","B25101_018EA","B25101_019E","B25101_019M","B25101_019MA","B25101_019EA","B25101_020E","B25101_020M","B25101_020MA","B25101_020EA","B25101_021E","B25101_021M","B25101_021MA","B25101_021EA","B25101_022E","B25101_022EA","B25101_022M","B25101_022MA","B25101_023E","B25101_023EA","B25101_023M","B25101_023MA","B25101_024E","B25101_024M","B25101_024MA","B25101_024EA","B25101_025E","B25101_025M","B25101_025MA","B25101_025EA","B25101_026E","B25101_026M","B25101_026MA","B25101_026EA","B25101_027E","B25101_027EA","B25101_027M","B25101_027MA","B25101_028E","B25101_028EA","B25101_028M","B25101_028MA","B25101_029E","B25101_029M","B25101_029MA","B25101_029EA","B25101_030E","B25101_030EA","B25101_030M","B25101_030MA","B25101_031E","B25101_031EA","B25101_031M","B25101_031MA","B25101_032E","B25101_032M","B25101_032MA","B25101_032EA","B25101_033E","B25101_033M","B25101_033MA","B25101_033EA","B25101_034E","B25101_034EA","B25101_034M","B25101_034MA","B25101_035E","B25101_035EA","B25101_035M","B25101_035MA","B25101_036E","B25101_036EA","B25101_036M","B25101_036MA","B25101_037E","B25101_037M","B25101_037MA","B25101_037EA","B25101_038E","B25101_038M","B25101_038MA","B25101_038EA","B25101_039E","B25101_039EA","B25101_039M","B25101_039MA","B25101_040E","B25101_040M","B25101_040MA","B25101_040EA","B25101_041E","B25101_041EA","B25101_041M","B25101_041MA","B25101_042E","B25101_042M","B25101_042MA","B25101_042EA","B25101_043E","B25101_043M","B25101_043MA","B25101_043EA","B25101_044E","B25101_044EA","B25101_044M","B25101_044MA","B25101_045E","B25101_045EA","B25101_045M","B25101_045MA",
"0400000US15","Hawaii","279960","null","5288","null","180304","4725","null","null","5653","1271","null","null","0","195","null","null","0","195","null","null","5653","1271","null","null","9023","1906","null","null","0","null","195","null","482","399","null","null","8541","1800","null","null","9013","1578","null","null","20","null","25","null","870","null","448","null","8123","1483","null","null","23321","2539","null","null","1538","464","null","null","3888","null","902","null","17895","2482","null","null","132809","4490","null","null","56470","3510","null","null","42781","3655","null","null","33558","null","2326","null","485","null","363","null","99656","4604","null","null","9109","1305","null","null","1197","442","null","null","637","null","279","null","7275","null","1146","null","11610","1784","null","null","4506","null","1070","null","3785","null","1078","null","3319","924","null","null","10521","1581","null","null","8030","null","1374","null","1934","null","562","null","557","null","279","null","17205","2172","null","null","15430","2081","null","null","1437","null","585","null","338","214","null","null","49958","null","3377","null","49273","3297","null","null","654","323","null","null","31","null","54","null","1253","null","500","null",
"0400000US16","Idaho","469387","null","6634","null","301624","6790","null","null","13864","1964","null","null","40","68","null","null","477","275","null","null","13347","1979","null","null","22429","2711","null","null","306","null","207","null","2614","737","null","null","19509","2429","null","null","34000","2846","null","null","3950","null","953","null","13878","null","2367","null","16172","1961","null","null","60797","3907","null","null","19857","2147","null","null","26395","null","2660","null","14545","2238","null","null","169426","5716","null","null","123563","5208","null","null","38488","3474","null","null","7375","null","1471","null","1108","null","465","null","167763","5556","null","null","22374","2621","null","null","5015","1177","null","null","5198","null","1034","null","12161","null","1911","null","28305","2798","null","null","20691","null","2429","null","4913","null","1014","null","2701","982","null","null","21910","2233","null","null","19955","null","2129","null","1578","null","614","null","377","null","277","null","36386","3227","null","null","36051","3240","null","null","335","null","211","null","0","204","null","null","57350","null","3628","null","56798","3625","null","null","552","492","null","null","0","null","204","null","1438","null","675","null",
"0400000US17","Illinois","3211867","null","18521","null","2004309","15538","null","null","77561","3889","null","null","125","149","null","null","933","411","null","null","76503","3806","null","null","121985","5884","null","null","3197","null","719","null","14795","2013","null","null","103993","5282","null","null","161878","5598","null","null","17835","null","1715","null","45477","null","3141","null","98566","4634","null","null","314012","9682","null","null","79570","4330","null","null","114293","null","5698","null","120149","5951","null","null","1321357","13509","null","null","857240","11061","null","null","351900","10252","null","null","112217","null","6214","null","7516","null","1485","null","1207558","14136","null","null","133840","6053","null","null","13301","1569","null","null","19358","null","2107","null","101181","null","5700","null","162861","6025","null","null","69004","null","4176","null","46754","null","3148","null","47103","3096","null","null","160176","6252","null","null","107705","null","5401","null","39158","null","3358","null","13313","null","1893","null","218145","5688","null","null","188980","5276","null","null","22861","null","2602","null","6304","1176","null","null","519040","null","8194","null","508488","8099","null","null","8636","1500","null","null","1916","null","747","null","13496","null","1866","null",
"0400000US18","Indiana","1800483","null","13175","null","1174571","13614","null","null","56442","3769","null","null","143","137","null","null","765","307","null","null","55534","3771","null","null","96523","4572","null","null","4930","null","1161","null","22082","2085","null","null","69511","4165","null","null","130817","5959","null","null","23342","null","2266","null","58717","null","3519","null","48758","4599","null","null","239554","6289","null","null","116271","4620","null","null","92419","null","4901","null","30864","2497","null","null","645568","10711","null","null","545516","11213","null","null","85380","4756","null","null","14672","null","2016","null","5667","null","1413","null","625912","11338","null","null","83069","4015","null","null","14793","1917","null","null","22669","null","2221","null","45607","null","2908","null","103894","4530","null","null","68291","null","3392","null","25139","null","2593","null","10464","1711","null","null","94134","4058","null","null","85995","null","4167","null","6712","null","1263","null","1427","null","597","null","128329","5266","null","null","125412","5116","null","null","2619","null","880","null","298","202","null","null","210568","null","8301","null","210076","8262","null","null","421","275","null","null","71","null","106","null","5918","null","1127","null",
"0400000US19","Iowa","907880","null","8960","null","543781","7878","null","null","20985","2413","null","null","125","162","null","null","348","218","null","null","20512","2373","null","null","36431","2550","null","null","1375","null","543","null","6945","1105","null","null","28111","2578","null","null","53211","2796","null","null","7178","null","1037","null","21851","null","1918","null","24182","2079","null","null","106401","4578","null","null","42141","2650","null","null","45617","null","3014","null","18643","1842","null","null","325759","6964","null","null","252842","6743","null","null","62177","3557","null","null","10740","null","1569","null","994","null","376","null","364099","6618","null","null","41821","2659","null","null","5224","1075","null","null","8747","null","1152","null","27850","null","2204","null","56381","3756","null","null","28650","null","2622","null","19081","null","1998","null","8650","1284","null","null","54671","3146","null","null","46766","null","2868","null","6039","null","967","null","1866","null","645","null","75581","3850","null","null","72353","3778","null","null","3069","null","727","null","159","122","null","null","132526","null","4446","null","132242","4442","null","null","284","173","null","null","0","null","165","null","3119","null","730","null",
"0400000US20","Kansas","756566","null","8850","null","438405","8148","null","null","14962","1837","null","null","108","135","null","null","208","193","null","null","14646","1790","null","null","24309","2384","null","null","614","null","313","null","4086","865","null","null","19609","1975","null","null","38959","2801","null","null","4858","null","1152","null","15548","null","1570","null","18553","2017","null","null","86128","3563","null","null","28257","2515","null","null","37793","null","2892","null","20078","2026","null","null","272971","7306","null","null","204624","6549","null","null","56601","4021","null","null","11746","null","1620","null","1076","null","461","null","318161","6801","null","null","37305","2798","null","null","5713","1085","null","null","9098","null","1421","null","22494","null","1949","null","48331","3098","null","null","26475","null","2523","null","14900","null","1589","null","6956","1121","null","null","48830","2911","null","null","39945","null","2445","null","7645","null","1410","null","1240","null","519","null","62229","3146","null","null","59201","3205","null","null","2789","null","686","null","239","178","null","null","118858","null","4816","null","118271","4813","null","null","470","290","null","null","117","null","146","null","2608","null","714","null",
"0400000US21","Kentucky","1171824","null","12237","null","667344","10344","null","null","36926","2714","null","null","28","46","null","null","1178","548","null","null","35720","2765","null","null","56479","3995","null","null","2468","null","808","null","11880","1362","null","null","42131","3560","null","null","76307","3542","null","null","12494","null","1868","null","33512","null","3058","null","30301","2676","null","null","137488","5088","null","null","57776","3497","null","null","58168","null","3605","null","21544","1978","null","null","358280","8513","null","null","292260","8097","null","null","54384","3543","null","null","11636","null","1754","null","1864","null","636","null","504480","7702","null","null","94693","4674","null","null","25688","2326","null","null","25356","null","2469","null","43649","null","3140","null","96171","4905","null","null","70925","null","3801","null","20394","null","2452","null","4852","940","null","null","72036","3815","null","null","68133","null","3629","null","3266","null","813","null","637","null","308","null","92032","4220","null","null","89560","4119","null","null","2139","null","697","null","333","232","null","null","142882","null","5186","null","142527","5211","null","null","319","225","null","null","36","null","57","null","6666","null","1281","null",
"0400000US22","Louisiana","1157652","null","13899","null","598175","11667","null","null","38326","3215","null","null","277","407","null","null","668","370","null","null","37381","3191","null","null","51428","3986","null","null","1976","null","789","null","6665","1393","null","null","42787","3843","null","null","58673","4534","null","null","9210","null","1674","null","18733","null","2226","null","30730","3407","null","null","103625","5721","null","null","35692","3408","null","null","44783","null","3944","null","23150","2712","null","null","341227","7993","null","null","269797","8225","null","null","58407","4592","null","null","13023","null","1789","null","4896","null","1681","null","559477","9410","null","null","103194","6174","null","null","35746","3060","null","null","20799","null","2340","null","46649","null","4135","null","102795","5166","null","null","78982","null","4972","null","16747","null","2188","null","7066","1409","null","null","73715","4293","null","null","68973","null","4366","null","4217","null","1054","null","525","null","269","null","94062","4931","null","null","92343","4844","null","null","1228","null","477","null","491","232","null","null","175170","null","6204","null","174351","6214","null","null","779","325","null","null","40","null","75","null","10541","null","2055","null",
"0400000US23","Maine","414119","null","6272","null","250451","6046","null","null","11986","1342","null","null","0","172","null","null","144","136","null","null","11842","1357","null","null","20008","1797","null","null","401","null","190","null","2790","575","null","null","16817","1767","null","null","24923","2063","null","null","2104","null","499","null","7743","null","1191","null","15076","1717","null","null","49215","3063","null","null","15015","1732","null","null","21317","null","2040","null","12883","1606","null","null","143719","4744","null","null","102118","4074","null","null","33603","2771","null","null","7998","null","1406","null","600","null","360","null","163668","5713","null","null","23231","2374","null","null","3379","739","null","null","4794","null","993","null","15058","null","2221","null","28972","2287","null","null","13437","null","1396","null","9145","null","1358","null","6390","1014","null","null","26421","2375","null","null","20105","null","2078","null","4740","null","955","null","1576","null","699","null","30372","2308","null","null","28272","2285","null","null","1836","null","550","null","264","186","null","null","53099","null","3083","null","52542","3139","null","null","459","317","null","null","98","null","137","null","1573","null","451","null",
"0400000US24","Maryland","1488168","null","12986","null","1070608","12288","null","null","31191","2752","null","null","66","77","null","null","256","255","null","null","30869","2707","null","null","41253","3335","null","null","470","null","300","null","2095","647","null","null","38688","3236","null","null","59941","4165","null","null","2588","null","647","null","10270","null","1518","null","47083","3606","null","null","133128","6482","null","null","17241","2428","null","null","43088","null","3403","null","72799","4813","null","null","800323","12904","null","null","475696","8536","null","null","235602","8354","null","null","89025","null","4965","null","4772","null","1232","null","417560","8177","null","null","39867","3152","null","null","2751","792","null","null","4209","null","1177","null","32907","null","2696","null","50741","3841","null","null","19909","null","2252","null","17252","null","2291","null","13580","1887","null","null","45005","3046","null","null","31593","null","2908","null","9780","null","1186","null","3632","null","836","null","67360","4020","null","null","61444","3668","null","null","4386","null","895","null","1530","650","null","null","210506","null","5844","null","207965","5783","null","null","2376","726","null","null","165","null","110","null","4081","null","1203","null",
